Fecha;Velocidad del viento;Direccion del viento;Humedad;Maxima rafaga de viento;PM10;PM2.5;Precipitacion;Presion;Radiacion Solar;Temperatura Ambiente
01-jul-23 02:50:00;0,629999995;129,0399933;97,54000092;1,470000029;45,63000107;14,52999973;0;757,5599976;0;11,97000027
01-jul-23 02:55:00;0,889999986;140,8800049;97,5;1,860000014;45,63999939;14,52999973;0;757,539978;0;11,97000027
01-jul-23 03:00:00;0,349999994;134,4600067;97,48000336;1,570000052;45,63999939;14,52000046;0;757,5200195;0;11,94999981
01-jul-23 03:05:00;0,159999996;95,58000183;97,41999817;1,370000005;45,63999939;14,53999996;0;757,5300293;0;11,97000027
01-jul-23 03:10:00;1,120000005;132,5399933;97,41999817;2,160000086;45,65000153;14,53999996;0;757,4899902;0,01;11,97999954
01-jul-23 03:15:00;0,529999971;88,13999939;97,36000061;1,179999948;45,63999939;14,52000046;0;757,4500122;0,01;12,01000023
01-jul-23 03:20:00;0,519999981;117,7200012;97,33999634;1,269999981;47,58000183;14,52999973;0;757,4099731;0,01;12,03999996
01-jul-23 03:25:00;0,74000001;140,6199951;97,26000214;1,269999981;50,29000092;14,53999996;0;757,3599854;0;12,09000015
01-jul-23 03:30:00;0,670000017;125,4800034;97,18000031;0,980000019;50,31000137;14,52999973;0;757,3099976;0;12,11999989
01-jul-23 03:35:00;0,74000001;121,5599976;97,09999847;1,080000043;50,29000092;16,39999962;0;757,289978;0;12,15999985
01-jul-23 03:40:00;0,579999983;113,7600021;97,04000092;1,179999948;50,31000137;16,70000076;0;757,2700195;0;12,18999958
01-jul-23 03:45:00;0,49000001;135,4400024;96,90000153;1,080000043;50,31000137;16,68000031;0;757,25;0;12,21000004
01-jul-23 03:50:00;0,449999988;82,37000275;96,80000305;1,370000005;50,29999924;16,69000053;0;757,2199707;0;12,21000004
01-jul-23 03:55:00;0,730000019;104,1600037;96,77999878;1,370000005;50,31000137;16,70000076;0;757,2399902;0;12,21000004
01-jul-23 04:00:00;0,360000014;104,5199966;96,69999695;1,179999948;50,31000137;16,70000076;0;757,3200073;0;12,22999954
01-jul-23 04:05:00;0,119999997;62,41999817;96,58000183;0,589999974;50,29999924;16,70000076;0;757,3400269;0;12,26000023
01-jul-23 04:10:00;0,039999999;60,90000153;96,37999725;0,389999986;50,29999924;16,72999954;0;757,3599854;0,02;12,27000046
01-jul-23 04:15:00;0,280000001;248,2799988;96,27999878;0,879999995;50,29999924;16,70999908;0;757,3599854;0,01;12,22000027
01-jul-23 04:20:00;0,119999997;109,1800003;96,22000122;0,779999971;44,90000153;16,68000031;0;757,3599854;0;12,21000004
01-jul-23 04:25:00;0,180000007;76,37999725;96,12000275;0,589999974;37,09999847;16,70999908;0;757,3400269;0;12,21000004
01-jul-23 04:30:00;0,360000014;80,27999878;96;0,980000019;37,11000061;16,71999931;0;757,3300171;0;12,19999981
01-jul-23 04:35:00;0,090000004;48,47999954;95,90000153;0,689999998;37,09000015;13,40999985;0;757,3200073;0;12,18999958
01-jul-23 04:40:00;0,479999989;106,4300003;95,72000122;1,370000005;37,09000015;12,86999989;0;757,2999878;0;12,21000004
01-jul-23 04:45:00;0,07;25,15999985;95,54000092;0,49000001;37,11000061;12,85000038;0;757,3200073;0;12,21000004
01-jul-23 04:50:00;0,430000007;129,8999939;95,41999817;0,980000019;37,09000015;12,85999966;0;757,3300171;0;12,21000004
01-jul-23 04:55:00;0,600000024;134,5200043;95,22000122;0,779999971;37,09999847;12,86999989;0;757,3200073;0;12,23999977
01-jul-23 05:00:00;0,889999986;133,8999939;95,05999756;1,370000005;37,11000061;12,86999989;0;757,3599854;0;12,26000023
01-jul-23 05:05:00;0,800000012;127,5400009;94,83999634;1,75999999;37,09000015;12,88000011;0;757,3900146;0;12,30000019
01-jul-23 05:10:00;0,730000019;93,33999634;94,59999847;1,269999981;37,09999847;12,89000034;0;757,3900146;0,02;12,35000038
01-jul-23 05:15:00;0,600000024;46;94,33999634;1,080000043;37,11000061;12,86999989;0;757,4099731;0,01;12,36999989
01-jul-23 05:20:00;0,889999986;62,02000046;94,16000366;1,570000052;35,72999954;12,85999966;0;757,4500122;0;12,36999989
01-jul-23 05:25:00;0,769999981;135,7100067;93,90000153;1,75999999;33,68999863;12,86999989;0;757,4699707;0;12,39999962
01-jul-23 05:30:00;0,730000019;177,9799957;93,58000183;1,470000029;33,70999908;12,88000011;0;757,4500122;0;12,44999981
01-jul-23 05:35:00;0,430000007;134,4700012;93,30000305;1,269999981;33,70999908;16,61000061;0;757,4299927;0;12,47000027
01-jul-23 05:40:00;0,639999986;198,5099945;92,98000336;1,75999999;33,70000076;17,19000053;0;757,460022;0;12,48999977
01-jul-23 05:45:00;0,879999995;272,4100037;92,76000214;1,860000014;33,70999908;17,17000008;0;757,4699707;0;12,48999977
01-jul-23 05:50:00;0,50999999;110,7099991;92,55999756;1,370000005;33,70999908;17,19000053;0;757,4400024;0;12,48999977
01-jul-23 05:55:00;0,670000017;95,15000153;92,36000061;1,75999999;33,70999908;17,19000053;0;757,4500122;0;12,48999977
01-jul-23 06:00:00;0,050000001;108,9400024;92,18000031;0,389999986;33,70999908;17,19000053;0;757,460022;0;12,5
01-jul-23 06:05:00;0,579999983;117,3099976;91,98000336;1,669999957;33,70999908;17,19000053;0;757,4400024;0,01;12,5
01-jul-23 06:10:00;1,399999976;20,21999931;91,73999786;3,140000105;33,68999863;17,18000031;0;757,4199829;0,02;12,44999981
01-jul-23 06:15:00;1,320000052;149,2599945;91,62000275;3,039999962;33,70999908;17,17000008;0;757,3800049;0;12,42000008
01-jul-23 06:20:00;0,519999981;55,66999817;91,51999664;1,470000029;37,22000122;17,15999985;0;757,3400269;0;12,40999985
01-jul-23 06:25:00;1,730000019;153,5700073;91,27999878;3,720000029;42,22000122;17,17000008;0;757,3300171;0;12,39000034
01-jul-23 06:30:00;1,190000057;20,27000046;91,16000366;1,860000014;42,22000122;17,17000008;0;757,3499756;0;12,35000038
01-jul-23 06:35:00;0,310000002;11,19999981;90,98000336;0,980000019;42,22000122;12,15999985;0;757,4000244;0;12,35000038
01-jul-23 06:40:00;0,129999995;221,8800049;90,91999817;0,689999998;42,22999954;11,35000038;0;757,4199829;0;12,32999992
01-jul-23 06:45:00;0,409999996;193,0800018;90,81999969;1,080000043;42,22999954;11,35000038;0;757,4899902;0;12,31999969
01-jul-23 06:50:00;0,460000008;245,0099945;90,69999695;1,570000052;42,22000122;11,34000015;0;757,5200195;0;12,28999996
01-jul-23 06:55:00;0,300000012;88,66000366;90,66000366;1,269999981;42,22999954;11,35000038;0;757,5700073;0;12,31000042
01-jul-23 07:00:00;0,699999988;44,40000153;90,5;1,370000005;42,22999954;11,35999966;0;757,6199951;0;12,31000042
01-jul-23 07:05:00;0,800000012;76,44000244;90,33999634;1,370000005;42,22000122;11,36999989;0;757,6699829;0;12,31000042
01-jul-23 07:10:00;1,039999962;85,70999908;90,19999695;2,059999943;42,22999954;11,35000038;0;757,7000122;0,02;12,27999973
01-jul-23 07:15:00;1,039999962;36,06000137;90,12000275;2,160000086;42,24000168;11,35000038;0;757,75;0,02;12,27000046
01-jul-23 07:20:00;0,949999988;92,62000275;90;2,349999905;38,15000153;11,34000015;0;757,789978;0,039999999;12,26000023
01-jul-23 07:25:00;1,549999952;22,12000084;89,90000153;2,940000057;32,22000122;11,35999966;0;757,8300171;0,140000001;12,25
01-jul-23 07:30:00;1,299999952;64,30999756;89,86000061;2,450000048;32,20999908;11,35999966;0;757,8400269;0,409999996;12,25
01-jul-23 07:35:00;1,00999999;65,73999786;89,80000305;2,25;32,22000122;14,31000042;0;757,8499756;0,920000017;12,25
01-jul-23 07:40:00;1,320000052;50,36999893;89,69999695;2,450000048;32,22000122;14,77999973;0;757,8599854;1,549999952;12,25
01-jul-23 07:45:00;0,819999993;30,29999924;89,59999847;1,470000029;32,20000076;14,75;0;757,8800049;2,029999971;12,27000046
01-jul-23 07:50:00;0,550000012;132,4299927;89,51999664;1,269999981;32,20999908;14,77000046;0;757,9000244;3,099999905;12,30000019
01-jul-23 07:55:00;1,090000033;111,8600006;89,45999908;2,940000057;32,20999908;14,77999973;0;757,9099731;4,639999866;12,31000042
01-jul-23 08:00:00;1,549999952;289,519989;89,31999969;2,839999914;32,20999908;14,77999973;0;757,9500122;8,119999886;12,31000042
01-jul-23 08:05:00;0,99000001;156,1499939;89,27999878;3,140000105;32,20000076;14,78999996;0;758;10,97000027;12,31999969
01-jul-23 08:10:00;1,860000014;94,02999878;89,19999695;3,230000019;32,22000122;14,77000046;0;758,0599976;14,86999989;12,31999969
01-jul-23 08:15:00;0,870000005;30,61000061;89,13999939;2,059999943;32,22000122;14,77999973;0;758,0999756;18;12,32999992
01-jul-23 08:20:00;1,429999948;82,62999725;89,01999664;3,630000114;32,45000076;14,77000046;0;758,1599731;16,05999947;12,36999989
01-jul-23 08:25:00;0,119999997;144,2899933;88,87999725;0,589999974;32,74000168;14,77999973;0;758,2199707;16,75;12,40999985
01-jul-23 08:30:00;0,819999993;160,8899994;88,72000122;1,669999957;32,74000168;14,77999973;0;758,2800293;17,61000061;12,42000008
01-jul-23 08:35:00;1,580000043;295,519989;88,62000275;2,74000001;32,75;16,45999908;0;758,3200073;22,32999992;12,43000031
01-jul-23 08:40:00;1,200000048;79,69000244;88,45999908;2,349999905;32,75999832;16,70999908;0;758,4199829;27,39999962;12,43999958
01-jul-23 08:45:00;1,090000033;204,3099976;88,30000305;2,349999905;32,72999954;16,70000076;0;758,4899902;32,22999954;12,47000027
01-jul-23 08:50:00;1,120000005;205,2200012;88,05999756;2,549999952;32,74000168;16,70999908;0;758,5499878;38,20000076;12,52000046
01-jul-23 08:55:00;1,399999976;212,2700043;87,80000305;2,839999914;32,75;16,70999908;0;758,6500244;37,06999969;12,52999973
01-jul-23 09:00:00;0,839999974;317,0400085;87,81999969;1,470000029;32,75;16,70999908;0;758,710022;40,29999924;12,57999992
01-jul-23 09:05:00;1,090000033;89,83999634;87,37999725;2,059999943;32,74000168;16,70000076;0;758,7600098;42,93999863;12,68999958
01-jul-23 09:10:00;1,230000019;270,3099976;87,16000366;2,25;32,74000168;16,71999931;0;758,7600098;38,5;12,67000008
01-jul-23 09:15:00;0,769999981;152,1100006;86,95999908;1,75999999;32,75;16,70000076;0;758,8499756;39,24000168;12,68999958
01-jul-23 09:20:00;1,019999981;273,1900024;86,69999695;2,450000048;33,84999847;16,69000053;0;758,9500122;47,16999817;12,73999977
01-jul-23 09:25:00;1,289999962;208,3699951;86,40000153;2,839999914;35,40000153;16,70999908;0;759,0300293;48,45000076;12,77000046
01-jul-23 09:30:00;1,279999971;206,5500031;86,23999786;2,549999952;35,40999985;16,70000076;0;759,1300049;51,72999954;12,77999973
01-jul-23 09:35:00;1,99000001;80,83999634;85,98000336;3,140000105;35,40000153;15,44999981;0;759,210022;59,54999924;12,82999992
01-jul-23 09:40:00;2,069999933;145,2700043;85,51999664;3,720000029;35,40999985;15,23999977;0;759,2700195;50,84999847;12,84000015
01-jul-23 09:45:00;1,080000043;272,5100098;85,31999969;2,650000095;35,41999817;15,22000027;0;759,3499756;45,63999939;12,89999962
01-jul-23 09:50:00;1,960000038;346,6000061;85,09999847;4,119999886;35,40999985;15,22999954;0;759,4400024;54,20999908;12,94999981
01-jul-23 09:55:00;1,659999967;139,9199982;84,90000153;2,839999914;35,38999939;15,23999977;0;759,5100098;44,25999832;13,02000046
01-jul-23 10:00:00;2,460000038;318,480011;84,31999969;4,409999847;35,41999817;15,23999977;0;759,5900269;52,91999817;13,07999992
01-jul-23 10:05:00;2,74000001;219,0599976;83,95999908;5,289999962;35,40000153;15,23999977;0;759,6699829;53,22999954;13,10000038
01-jul-23 10:10:00;2,049999952;209,6900024;84,01999664;3,430000067;35,40000153;15,22999954;0;759,710022;57,86000061;13,14999962
01-jul-23 10:15:00;2,200000048;147,0700073;83,83999634;4,210000038;35,41999817;15,22999954;0;759,7600098;60,90999985;13,22000027
01-jul-23 10:20:00;2,049999952;80,19000244;83,63999939;3,819999933;34,52000046;15,21000004;0;759,7800293;66,88999939;13,25
01-jul-23 10:25:00;1,659999967;219,3800049;83,5;3,430000067;33,22999954;15,23999977;0;759,8099976;70,94000244;13,32999992
01-jul-23 10:30:00;2,480000019;214,8000031;83;4,900000095;33,22000122;15,25;0;759,8499756;73,23000336;13,43000031
01-jul-23 10:35:00;1,99000001;213,4299927;82,63999939;4,210000038;33,22999954;11,47999954;0;759,9000244;78,27999878;13,47999954
01-jul-23 10:40:00;2,730000019;282,1199951;81,95999908;4,210000038;33,22999954;10,89000034;0;759,9400024;82,58999634;13,52000046
01-jul-23 10:45:00;2,170000076;8,539999962;81,54000092;4,309999943;33,22999954;10,89999962;0;759,9799805;83,43000031;13,53999996
01-jul-23 10:50:00;2,079999924;213,1799927;80,86000061;4,510000229;33,22999954;10,89999962;0;759,9899902;87,08000183;13,65999985
01-jul-23 10:55:00;3,279999971;219,9400024;80,19000244;5,099999905;33,20999908;10,89999962;0;759,9899902;93,19999695;13,71000004
01-jul-23 11:00:00;2,960000038;278,6099854;79,77999878;4,900000095;33,22000122;10,89999962;0;760,0300293;93,23999786;13,77000046
01-jul-23 11:05:00;1,789999962;215,1900024;79,75;3,819999933;33,22999954;10,86999989;0;760,0300293;92,23999786;13,84000015
01-jul-23 11:10:00;2,75999999;347,0400085;78,86000061;4,800000191;33,22000122;10,89000034;0;760,0700073;98,91999817;13,94999981
01-jul-23 11:15:00;2,950000048;284,0100098;78,56999969;4,409999847;33,22999954;10,89999962;0;760,0800171;118,5800018;13,93000031
01-jul-23 11:20:00;2,599999905;215,4499969;78,16999817;4,800000191;29,92000008;10,89999962;0;760,0800171;121,3000031;14,01000023
01-jul-23 11:25:00;2,599999905;341,8999939;77,59999847;4,210000038;25,12000084;10,89000034;0;760,1099854;114,9599991;14,10999966
01-jul-23 11:30:00;2,829999924;339,3800049;77,65000153;4,510000229;25,12000084;10,89999962;0;760,1400146;117,2200012;14,10999966
01-jul-23 11:35:00;2,690000057;274,6499939;78,31999969;4,510000229;25,13999939;13;0;760,1500244;113,7399979;14,14000034
01-jul-23 11:40:00;2,380000114;340,1799927;77,69999695;5,78000021;25,13999939;13,32999992;0;760,1599731;131,4400024;14,28999996
01-jul-23 11:45:00;2,720000029;282,6099854;77,33000183;5,190000057;25,14999962;13,31999969;0;760,1900024;147,6399994;14,30000019
01-jul-23 11:50:00;2,839999914;340,980011;76,61000061;4,510000229;25,14999962;13,31000042;0;760,1900024;164,2200012;14,35000038
01-jul-23 11:55:00;2,579999924;270,0599976;75,69999695;5,590000153;25,12999916;13,31999969;0;760,1400146;168,6999969;14,56000042
01-jul-23 12:00:00;3,369999886;282,269989;75,12999725;5,489999771;25,12999916;13,31999969;0;760,1099854;150,6600037;14,60000038
01-jul-23 12:05:00;3,349999905;347,3399963;75,51000214;5,880000114;25,13999939;13,31000042;0;760,1199951;157;14,47999954
01-jul-23 12:10:00;3,309999943;278,6199951;75,73000336;5,590000153;25,12999916;13,31999969;0;760,0800171;135,9199982;14,43000031
01-jul-23 12:15:00;3,789999962;279,9899902;75,98999786;5,590000153;25,13999939;13,31000042;0;760,0300293;142,4400024;14,46000004
01-jul-23 12:20:00;3,690000057;276,7999878;76,19000244;5,679999828;29,37000084;13,31999969;0;760,0300293;140,2799988;14,39000034
01-jul-23 12:25:00;3,160000086;283,7200012;75,93000031;6,079999924;35,40000153;13,32999992;0;760,0300293;143,1000061;14,44999981
01-jul-23 12:30:00;2,400000095;329,3399963;75,48999786;5,489999771;35,38000107;13,35000038;0;760,0100098;169,0599976;14,64999962
01-jul-23 12:35:00;4,03000021;320,5;74,84999847;5,980000019;35,40000153;13,15999985;0;759,9899902;201,6799927;14,75
01-jul-23 12:40:00;3,400000095;322,7799988;74,76000214;5,190000057;35,40000153;13,11999989;0;759,9799805;212,8399963;14,69999981
01-jul-23 12:45:00;3,799999952;318,2799988;74,51000214;6,170000076;35,38999939;13,11999989;0;759,9799805;190,8999939;14,77999973
01-jul-23 12:50:00;3,380000114;322,3399963;75,22000122;4,900000095;35,40000153;13,10999966;0;759,9799805;177,8200073;14,67000008
01-jul-23 12:55:00;3,900000095;321,2399902;75,43000031;6,079999924;35,40000153;13,10000038;0;759,9899902;161,1399994;14,64999962
01-jul-23 13:00:00;3,660000086;315,0599976;75,98000336;5,389999866;35,38999939;13,10000038;0;759,9500122;201,8399963;14,61999989
01-jul-23 13:05:00;3,869999886;317,1199951;74,76999664;5,880000114;35,38999939;13,10000038;0;759,9299927;259,5599976;14,78999996
01-jul-23 13:10:00;3,119999886;325,2000122;73,01000214;4,699999809;35,38999939;13,09000015;0;759,9699707;195,7799988;15,10000038
01-jul-23 13:15:00;3,079999924;330,1000061;72,70999908;5,190000057;35,40000153;13,07999992;0;759,9899902;170,2200012;15,13000011
01-jul-23 13:20:00;2,809999943;324,4400024;72,65000153;4,610000134;32,20999908;13,09000015;0;759,9799805;159,6199951;15,10999966
01-jul-23 13:25:00;2,349999905;338,2399902;72,30999756;3,819999933;27,59000015;13,10000038;0;759,9699707;161,6999969;15,14000034
01-jul-23 13:30:00;3;331,019989;71,77999878;4,610000134;27,57999992;13,10000038;0;759,9799805;169,6799927;15,26000023
01-jul-23 13:35:00;2,50999999;330,3999939;72,20999908;3,819999933;27,59000015;14,14999962;0;760;190,8600006;15,27000046
01-jul-23 13:40:00;2,769999981;322,8599854;71,76000214;4,610000134;27,57999992;14,31999969;0;760,0599976;210,5200043;15,39000034
01-jul-23 13:45:00;2,700000048;340,6199951;71,58000183;4,800000191;27,59000015;14,31999969;0;760,0800171;230;15,44999981
01-jul-23 13:50:00;3,269999981;329,8999939;71,06999969;5,590000153;27,59000015;14,31000042;0;760,0900269;210,7799988;15,56999969
01-jul-23 13:55:00;3,130000114;331,6199951;71,83999634;5,099999905;27,59000015;14,30000019;0;760,0900269;189,6799927;15,32999992
01-jul-23 14:00:00;3,069999933;335,1199951;70,37999725;5,489999771;27,57999992;14,31000042;0;760,0800171;181,0399933;15,5
01-jul-23 14:05:00;3,230000019;331,7000122;70,84999847;5,389999866;27,56999969;14,30000019;0;760,039978;176,5800018;15,5
01-jul-23 14:10:00;2,900000095;329,3800049;70,98999786;4,610000134;27,60000038;14,27000046;0;760,0100098;174,6399994;15,43999958
01-jul-23 14:15:00;3,150000095;334,5400085;69,95999908;5;27,60000038;14,27999973;0;759,9799805;195,9600067;15,46000004
01-jul-23 14:20:00;3,200000048;322,2799988;69,66000366;4,800000191;25,61000061;14,31999969;0;759,9799805;186,4799957;15,52999973
01-jul-23 14:25:00;2,640000105;327,3800049;70,66000366;4,510000229;22,69000053;14,32999992;0;760;175,8600006;15,48999977
01-jul-23 14:30:00;3,069999933;328,6199951;70,80000305;5,590000153;22,70000076;14,31999969;0;760,0499878;150,1799927;15,55000019
01-jul-23 14:35:00;3,019999981;315,1799927;72,26000214;5,099999905;22,69000053;19,31999969;0;760,0700073;139,5800018;15,40999985
01-jul-23 14:40:00;2,970000029;305,2200012;71,70999908;4,510000229;22,71999931;20,10000038;0;760,0700073;134,5599976;15,40999985
01-jul-23 14:45:00;3,089999914;300,0299988;72,20999908;4,800000191;22,70999908;20,09000015;0;760,1199951;129,7299957;15,31000042
01-jul-23 14:50:00;2,5;303,8399963;72,08000183;4,119999886;22,70000076;20,10000038;0;760,1199951;124,9000015;15,19999981
01-jul-23 14:55:00;2,630000114;307,3200073;72,51999664;4,409999847;22,70000076;20,09000015;0;760,1300049;117,4800034;15,26000023
01-jul-23 15:00:00;2,220000029;338,4200134;72,08999634;3,329999924;22,70999908;20,09000015;0;760,1300049;113,1999969;15,23999977
01-jul-23 15:05:00;1,899999976;332,6799927;72,76000214;3,140000105;22,70999908;20,07999992;0;760,1599731;119,1299973;15,17000008
01-jul-23 15:10:00;2,25;316,6000061;71,37000275;3,529999971;22,70000076;20,10000038;0;760,1900024;110,7799988;15,27999973
01-jul-23 15:15:00;2;322,6600037;72,44000244;3,230000019;22,70999908;20,07999992;0;760,1699829;111,5999985;15,23999977
01-jul-23 15:20:00;1,679999948;320,5799866;71,44999695;3,329999924;26,82999992;20,07999992;0;760,2000122;111,5999985;15,34000015
01-jul-23 15:25:00;1,899999976;266,5299988;70,88999939;3,329999924;32,74000168;20,09000015;0;760,1699829;110,6999969;15,43999958
01-jul-23 15:30:00;2,170000076;340,1000061;70,94999695;3,630000114;32,75;20,10000038;0;760,1400146;114,0400009;15,34000015
01-jul-23 15:35:00;0,970000029;327,6600037;70,66000366;1,960000038;32,72999954;15,72000027;0;760,1599731;105,7799988;15,43000031
01-jul-23 15:40:00;1,75999999;324,3200073;69,94999695;3,230000019;32,75;15,02999973;0;760,1799927;105,9000015;15,60000038
01-jul-23 15:45:00;2,559999943;314,8399963;70,38999939;4,610000134;32,75;15,01000023;0;760,1699829;103,7399979;15,55000019
01-jul-23 15:50:00;2,470000029;328,3800049;71,16000366;3,819999933;32,72000122;15,01000023;0;760,1699829;93,08000183;15,43000031
01-jul-23 15:55:00;2,720000029;299,7000122;71,97000122;4,019999981;32,74000168;15,01000023;0;760,1599731;93,22000122;15,28999996
01-jul-23 16:00:00;2,470000029;305;71,98999786;3,819999933;32,75999832;15,01000023;0;760,1599731;92,37999725;15,21000004
01-jul-23 16:05:00;2,119999886;303,980011;71,62999725;3,230000019;32,74000168;15,02000046;0;760,1699829;91,08000183;15,32999992
01-jul-23 16:10:00;2,230000019;317,8599854;70,65000153;3,630000114;32,74000168;15,01000023;0;760,25;84,12000275;15,34000015
01-jul-23 16:15:00;2,210000038;299,980011;70,91000366;3,529999971;32,75999832;15,01000023;0;760,2999878;83,36000061;15,27999973
01-jul-23 16:20:00;2,079999924;299,9400024;70,69000244;3,720000029;30,45000076;15,01000023;0;760,3200073;79,65000153;15,31999969
01-jul-23 16:25:00;1,669999957;318,6199951;70,40000153;3,140000105;27,10000038;15,02000046;0;760,3499756;76;15,31999969
01-jul-23 16:30:00;1,25999999;291,7600098;71,23999786;2,160000086;27,12000084;15,02000046;0;760,4000244;66,52999878;15,26000023
01-jul-23 16:35:00;1,039999962;281,2200012;71,73999786;2,839999914;27,12000084;12,30000019;0;760,4199829;61,15999985;15,26000023
01-jul-23 16:40:00;0,839999974;284,6000061;71,91999817;2,160000086;27,11000061;11,85999966;0;760,4500122;57,90000153;15,28999996
01-jul-23 16:45:00;1,659999967;290,0599976;73,19000244;3,230000019;27,10000038;11,88000011;0;760,460022;51,08000183;15,19999981
01-jul-23 16:50:00;1,75999999;305,7000122;74,30999756;3,140000105;27,10000038;11,85999966;0;760,4899902;41,77000046;15
01-jul-23 16:55:00;2,00999999;302,3200073;74,69999695;2,74000001;27,10000038;11,85000038;0;760,5499878;36,29000092;14,92000008
01-jul-23 17:00:00;1,929999948;304,8800049;75,08999634;3,140000105;27,12000084;11,85999966;0;760,5700073;33,34999847;14,82999992
01-jul-23 17:05:00;2,049999952;320,519989;75,58000183;3,430000067;27,10000038;11,86999989;0;760,6099854;27,09000015;14,81999969
01-jul-23 17:10:00;1,629999995;303,5400085;76,08000183;3,140000105;27,11000061;11,85999966;0;760,6599731;21,36000061;14,68999958
